block,site,mean,std,kurtosis,frac_3.0_sigma,frac_4.0_sigma,frac_6.0_sigma
patch_embed,residual_stream,-0.005425738537535074,0.466179996023569,45.96114744188887,0.020368918543781724,0.010517659026015229,0.004973393480329949
blocks.0,residual_stream,-0.030913080201148985,0.4885299268060391,24.471244439012022,0.019699390995135364,0.009400214149746193,0.0022657905033840946
blocks.0,post_layernorm_1,0.003825370126217604,0.5139082186302479,69.28968066976304,0.01715455768824027,0.01093215921108291,0.0055871875
blocks.0,pre_softmax,-1.2195951127243032,3.410379104672854,9.153473717129039,0.008328342996040437,0.0029845502331933313,0.0010288303829867642
blocks.0,post_softmax,0.005076142493039376,0.04006337393899489,340.6739252217841,0.005224717333608184,0.004823823554673744,0.004218045341716268
blocks.0,post_layernorm_2,-0.003660984096378091,0.877474677289356,45.95655614047113,0.023601115297165822,0.010308470151226734,0.00244384570642978
blocks.0,pre_gelu,-1.9026328731918356,1.4047436270779654,-0.0668710902903733,0.0032783235511844333,0.0004405592679251269,2.0004957170050763e-05
blocks.1,residual_stream,-0.050644370948076195,0.29765688302768173,59.01741443888333,0.016793263271996615,0.008138641206641286,0.0020108321436125213
blocks.1,post_layernorm_1,-0.00028085583275533343,0.597359654390263,58.34155246527627,0.013769956905668358,0.010201039419416243,0.006114619024957699
blocks.1,pre_softmax,-0.08092506894407792,4.254878262096618,3.8993941436321045,0.015561194654160976,0.004980804109012514,0.0004594843550035645
blocks.1,post_softmax,0.005076142490059133,0.030318468352898448,548.564014025989,0.005604894869746708,0.004374492686404357,0.003184119877691601
blocks.1,post_layernorm_2,0.0047232979061454525,0.9432256645665924,92.83582881961236,0.011812507667089679,0.005721499180414552,0.002454270304568528
blocks.1,pre_gelu,-1.7388150757598877,1.4345740911672307,0.49946955096545187,0.00444514263430626,0.0007697741843802876,2.5203904928087985e-05
blocks.2,residual_stream,-0.06369335247874248,0.28078919348101583,55.711725865293396,0.015518616354695432,0.007242535691624366,0.0015698080583756344
blocks.2,post_layernorm_1,-0.003874944575428963,0.6994353940992517,21.004800851404703,0.014683180520304569,0.009021747567681895,0.004442872779187817
blocks.2,pre_softmax,-1.3126000980377184,3.6843066685806227,3.048434413001911,0.016790058276860177,0.003900341329760279,7.959197608802083e-05
blocks.2,post_softmax,0.0050761424882709945,0.031433207036252214,547.2600106473143,0.006061930651824749,0.004499075343348193,0.002865350133560085
blocks.2,post_layernorm_2,-0.000641279031885642,0.8894580733303099,28.137751311075778,0.010049828812394248,0.0033877436283840947,0.0006077575084602369
blocks.2,pre_gelu,-1.4702535765838607,1.1191342250446832,-0.1539293472355312,0.00234039647446066,0.0001399202556577834,8.48052823604061e-06
blocks.3,residual_stream,-0.07609005742311474,0.3130298036426223,84.476771934062,0.013578242782360406,0.005214416904610829,0.0009032269194162437
blocks.3,post_layernorm_1,-0.004594272632896898,0.8957068158928806,25.478328440618295,0.012639315117385787,0.008400762478849407,0.004301452516920474
blocks.3,pre_softmax,-0.9029646587753294,2.621753518195771,1.9488065948731856,0.010570338495366195,0.0025788445979025485,0.00011205884373899525
blocks.3,post_softmax,0.0050761424948275015,0.030397328031674862,584.800244114763,0.006527022168397365,0.004505318439880784,0.002642244496551487
blocks.3,post_layernorm_2,0.0006896284665819255,0.9637105845174183,33.03953314412647,0.009503484560067683,0.0037007234824450084,0.0008456817100253808
blocks.3,pre_gelu,-1.483078636093139,1.087291171593992,0.0379452283625632,0.0026172996311865484,0.00040580494527284265,2.3474050867174282e-05
blocks.4,residual_stream,-0.08911105207920077,0.35910157892354333,781.7625806859796,0.010833206958544839,0.004198233661167513,0.000678012108714044
blocks.4,post_layernorm_1,-3.890124111047959e-05,0.9679967917402293,20.633296611931172,0.013083831165397632,0.007180094516708968,0.002872965709602369
blocks.4,pre_softmax,-0.8182653823089607,2.4042242621072796,0.5580110994925169,0.005876187825847957,0.0003026297594200658,3.3840947546531305e-08
blocks.4,post_softmax,0.005076142493635422,0.025567503299352413,457.62705177407037,0.007507351817018389,0.005584342463517912,0.0036321325379851752
blocks.4,post_layernorm_2,0.012660649353861807,1.0569835607711617,47.162440247414224,0.010005023397842639,0.004549867940989848,0.0017703348403130287
blocks.4,pre_gelu,-1.3546794178771981,1.014317719012792,0.2992785800990374,0.0034190086320854485,0.00041219632376269036,4.4130710659898475e-05
blocks.5,residual_stream,-0.10225287279367441,0.4810414201564821,2992.1543919693754,0.007102172033629442,0.002366421187605753,0.0003453877167935702
blocks.5,post_layernorm_1,0.0009840294874258677,1.010290328390366,25.883557363878424,0.012100214678510999,0.005786488076353638,0.002474646785109983
blocks.5,pre_softmax,-0.9810226423072823,2.1491981024161997,0.3089825303891822,0.004252565513154166,0.0002083236276808644,2.861922062751767e-06
blocks.5,post_softmax,0.005076142493039378,0.018815682230392344,496.93418378967067,0.011193237951677875,0.007522482156200881,0.004019796224243518
blocks.5,post_layernorm_2,0.0037605122876912373,1.1158958982209808,60.853959266295796,0.009503540609137056,0.003925444955583756,0.0011574477844754653
blocks.5,pre_gelu,-1.4497682611083982,1.0791796183971545,0.3975707695299686,0.004173643453891709,0.0005738102130922166,4.354698736252115e-05
blocks.6,residual_stream,-0.1148243488025665,0.6321537862546678,4703.460358819686,0.004038925153341794,0.0012321791719543146,0.0003178263800761421
blocks.6,post_layernorm_1,-0.0001112340637674788,1.0547867253892589,25.567394112037498,0.011655439800126904,0.005661378489847716,0.00245430956535533
blocks.6,pre_softmax,-0.7585123352813721,1.9915026344312867,0.6625303237773852,0.006446866190832024,0.0005028012402621385,2.4672112138936846e-07
blocks.6,post_softmax,0.005076142491251229,0.016651547892428016,598.2172164236555,0.011810309421354153,0.0077835966743109416,0.0041021537959408045
blocks.6,post_layernorm_2,0.006170734499990942,1.2137690715600447,36.44367903399329,0.009875702067470389,0.004115935252749577,0.0006023771943739425
blocks.6,pre_gelu,-1.5451209794998182,1.1303920396843632,0.2613767317648348,0.0038127749576988158,0.0003694406990270728,2.4184909052453468e-05
blocks.7,residual_stream,-0.13337923260211948,0.7496745546307334,3069.5010863181215,0.0036809914340101522,0.0013009751744923858,0.00040824027072758036
blocks.7,post_layernorm_1,0.001555786667657085,1.1038556324633846,21.55096626502766,0.010745536696277496,0.0051360419310490695,0.0018757238790186126
blocks.7,pre_softmax,-1.0365457861137395,2.310255032063033,0.4090259769638003,0.005046059848660534,0.0003287791491664305,2.922861535554468e-07
blocks.7,post_softmax,0.005076142492443326,0.018576562286821675,537.053776691975,0.012464707112611335,0.008295335102682367,0.0043099987975297824
blocks.7,post_layernorm_2,-0.0032227335566282294,1.4224405270931773,7.595806646792115,0.010639077305414552,0.0046716137901861255,0.0012214834496615905
blocks.7,pre_gelu,-1.7758089874649048,1.2350263998904352,0.62619933027444,0.005189839552929357,0.0009071810887267344,3.578577754864636e-05
blocks.8,residual_stream,-0.15462642823219297,0.9267389771053529,1803.2337244638904,0.003491666666666667,0.0012767679251269035,0.0004362564773688663
blocks.8,post_layernorm_1,0.009987162526845944,1.1628215326298377,12.839459331190096,0.010406962114001692,0.0040718757931472085,0.0010036332751692048
blocks.8,pre_softmax,-1.8777699373626726,2.283891612132165,0.07850612669428259,0.003026970934577031,0.00010242705729770586,6.055296451853952e-08
blocks.8,post_softmax,0.005076142495423559,0.021128786040211556,185.63484372842098,0.013519091791422952,0.009794109699640117,0.005773147251067192
blocks.8,post_layernorm_2,0.09121146672010429,3.473694950953521,12.656317277606894,0.010876689535744501,0.005859123704526226,0.002129928616751269
blocks.8,pre_gelu,-4.95410485122681,2.6465229495799893,0.6880900234352252,0.005260356618813452,0.0007344562645410322,0.00011338297112944163
blocks.9,residual_stream,-0.1722244804716109,1.1566283006327884,945.5836640983852,0.004086097186971235,0.0014420283417935702,0.0005111113314297801
blocks.9,post_layernorm_1,0.01663173302114008,1.319083278950439,9.964952521407495,0.009353724883671742,0.0030816973350253807,0.0004895057370981387
blocks.9,pre_softmax,-2.3871932519531263,2.4316156382556584,0.25417030130110563,0.0037841820625799855,0.0001794719008477415,5.501301244556675e-07
blocks.9,post_softmax,0.005076142496019606,0.023711744329827217,192.75067142058586,0.01216456440516375,0.009327016456663832,0.00596350966700164
blocks.9,post_layernorm_2,0.2704546419620514,7.318419250130949,5.069759279373898,0.010475304832910322,0.004792642502115059,0.0010655586400169204
blocks.9,pre_gelu,-12.569680665588374,5.502151586904157,0.25665657060481806,0.004161751665609137,0.0006358934472821489,1.5489999735617597e-05
blocks.10,residual_stream,-0.15363177374839787,1.8716690044280484,125.22835857582933,0.00748714942893401,0.0028797012478849406,0.001147808798646362
blocks.10,post_layernorm_1,0.03485790804505343,1.5332085762123557,11.265515980359359,0.008207948260363791,0.002931664815989848,0.0006897379970389171
blocks.10,pre_softmax,-3.0173227008056656,2.774954825742214,0.5423502598842136,0.005895654830924098,0.0003843844640847913,2.2962886615647572e-07
blocks.10,post_softmax,0.005076142493039369,0.02485572072281355,195.54575624551512,0.011981875767648397,0.009156174598675565,0.005859884734640591
blocks.10,post_layernorm_2,0.2862686867332461,13.436039910490763,2.445715950560258,0.007851462695642977,0.002250655007402707,0.0002312140439932318
blocks.10,pre_gelu,-28.326224653320303,11.200171098758824,0.5967434725968692,0.003916660982445009,0.0010874890942258882,9.33348535321489e-05
blocks.11,residual_stream,-0.12030167836904525,2.418973814271964,254.2663610868646,0.003983312314932318,0.002700749127538071,0.0015565012954737733
blocks.11,post_layernorm_1,0.022488755934238443,1.5004973663926309,3.7464988389790985,0.006462534634094755,0.0020323621245769883,0.0007304638589255499
blocks.11,pre_softmax,-2.4241797399139418,2.607767821535909,-0.03458145848044669,0.0021556648801394867,3.9663523065955495e-05,1.3514906336159138e-07
blocks.11,post_softmax,0.005076142497211698,0.01978746557574666,131.8964511005815,0.016568616858632448,0.011799616283164558,0.006393864223934311
blocks.11,post_layernorm_2,-0.021155213949084303,1.5277016120502065,4.537525171219292,0.006654282466159052,0.002004350676818951,0.0004595580848138748
blocks.11,pre_gelu,-1.6882997597503668,1.6178183474990007,0.6264347388955316,0.005412611437182741,0.000961368939033418,4.79804489213198e-05
